2020-04-03 17:28:02.923 +02:00 [Information] Hello from tv movies!
2020-04-03 17:28:03.016 +02:00 [Error] Hello from movie error
2020-04-03 17:28:03.017 +02:00 [Warning] Hello from movies warning
2020-04-03 21:17:38.128 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:17:53.200 +02:00 [Error] Hello from movie error
2020-04-05 02:17:53.200 +02:00 [Warning] Hello from movies warning
2020-04-05 02:17:53.237 +02:00 [Information] Hello from tv movies!
2020-04-05 02:17:53.237 +02:00 [Error] Hello from movie error
2020-04-05 02:17:53.237 +02:00 [Warning] Hello from movies warning
2020-04-05 02:36:36.852 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:40:49.049 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:44:11.950 +02:00 [Information] Hello, from random songs!!
2020-04-05 02:44:12.135 +02:00 [Information] Hello, from random songs!!
2020-04-05 12:22:53.686 +02:00 [Information] Getting spotify for user
2020-04-05 12:22:53.867 +02:00 [Information] Getting images for user
2020-04-05 12:22:53.892 +02:00 [Information] Getting icons for user
2020-04-05 12:24:01.020 +02:00 [Information] Getting images for user
2020-04-05 12:24:01.022 +02:00 [Information] Getting icons for user
2020-04-05 12:24:01.081 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:01.081 +02:00 [Information] Getting images for user
2020-04-05 12:24:01.083 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:01.201 +02:00 [Information] Getting icons for user
2020-04-05 12:24:02.624 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:02.635 +02:00 [Information] Getting images for user
2020-04-05 12:24:02.639 +02:00 [Information] Getting icons for user
2020-04-05 12:24:25.342 +02:00 [Information] Getting spotify for user
2020-04-05 12:24:25.345 +02:00 [Information] Getting images for user
2020-04-05 12:24:25.346 +02:00 [Information] Getting icons for user
2020-04-05 12:32:07.962 +02:00 [Information] Getting images for user
2020-04-05 12:32:08.069 +02:00 [Information] Getting spotify for user
2020-04-05 12:32:08.073 +02:00 [Information] Getting icons for user
2020-04-05 12:34:09.082 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:09.086 +02:00 [Information] Getting images for user
2020-04-05 12:34:09.194 +02:00 [Information] Getting icons for user
2020-04-05 12:34:15.564 +02:00 [Information] Getting images for user
2020-04-05 12:34:15.565 +02:00 [Information] Getting images for user
2020-04-05 12:34:15.570 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:15.682 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:15.686 +02:00 [Information] Getting icons for user
2020-04-05 12:34:15.686 +02:00 [Information] Getting icons for user
2020-04-05 12:34:16.683 +02:00 [Information] Getting spotify for user
2020-04-05 12:34:16.685 +02:00 [Information] Getting images for user
2020-04-05 12:34:16.687 +02:00 [Information] Getting icons for user
2020-04-05 12:35:22.388 +02:00 [Information] Getting images for user
2020-04-05 12:35:22.389 +02:00 [Information] Getting spotify for user
2020-04-05 12:35:22.391 +02:00 [Information] Getting icons for user
2020-04-05 12:43:59.780 +02:00 [Information] Getting icons for user
2020-04-05 12:43:59.979 +02:00 [Information] Getting spotify for user
2020-04-05 12:43:59.984 +02:00 [Information] Getting images for user
2020-04-05 12:44:26.124 +02:00 [Information] Getting spotify for user
2020-04-05 12:44:26.141 +02:00 [Information] Getting icons for user
2020-04-05 12:44:26.125 +02:00 [Information] Getting images for user
2020-04-05 12:45:28.158 +02:00 [Information] Hello from tv movies!
2020-04-05 12:45:28.159 +02:00 [Error] Hello from movie error
2020-04-05 12:45:28.159 +02:00 [Warning] Hello from movies warning
2020-04-05 12:59:45.420 +02:00 [Information] Hello from tv movies!
2020-04-05 12:59:45.457 +02:00 [Error] Hello from movie error
2020-04-05 12:59:45.457 +02:00 [Warning] Hello from movies warning
2020-04-05 12:59:45.871 +02:00 [Information] Hello from tv movies!
2020-04-05 12:59:45.871 +02:00 [Error] Hello from movie error
2020-04-05 12:59:45.871 +02:00 [Warning] Hello from movies warning
